ResponseId,Country,EdLevel,Age,Employment_status
17865,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17869,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
17872,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17878,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
17881,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
17889,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
17891,Ukraine,Primary/elementary school,25-34 years old,Full-time Employment
17895,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17898,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
17902,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17906,Colombia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
17911,Hungary,Some college/university study without earning a degree,18-24 years old,Full-time Employment
17913,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17918,Italy,Primary/elementary school,25-34 years old,Freelancer
17926,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",65 years or older,Full-time Employment
17929,Germany,Some college/university study without earning a degree,25-34 years old,Full-time Employment
17932,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
17939,United States of America,Some college/university study without earning a degree,45-54 years old,Full-time Employment
17941,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
17942,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,45-54 years old,Freelancer
17943,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
17944,Serbia,Some college/university study without earning a degree,18-24 years old,Part-time Employment
17945,Italy,Some college/university study without earning a degree,45-54 years old,Full-time Employment
17951,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17953,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Under 18 years old,Full-time Student
17954,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17955,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Prefer not to say,Full-time Employment
17957,Morocco,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Freelancer
17959,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
17961,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17967,Norway,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Freelancer/Full-time Employment
17968,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
17970,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer/Full-time Employment
17972,Ghana,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
17973,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
17974,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17979,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
17980,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Freelancer/Full-time Employment
17983,Australia,Something else,25-34 years old,Full-time Employment
17984,New Zealand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
17985,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
17987,Australia,Some college/university study without earning a degree,18-24 years old,Full-time Employment
17988,Germany,Some college/university study without earning a degree,25-34 years old,Part-time Employment
17990,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Freelancer/Full-time Employment
17995,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
17999,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18000,Taiwan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18001,Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",65 years or older,Full-time Employment
18002,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18007,Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Freelancer/Full-time Employment
18009,New Zealand,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
18014,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18015,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18016,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
18021,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18025,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18031,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18035,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
18036,New Zealand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18038,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18043,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
18044,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
18045,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
18047,United States of America,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
18051,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
18052,Malaysia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18053,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
18060,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18062,Philippines,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18070,Nicaragua,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
18071,New Zealand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18072,Thailand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18073,Australia,Some college/university study without earning a degree,18-24 years old,Full-time Employment
18074,Thailand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
18075,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18077,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18078,United Arab Emirates,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18082,Nepal,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18088,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18091,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18092,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18094,Pakistan,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Freelancer
18095,United Arab Emirates,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18097,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
18103,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
18104,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
18105,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18108,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
18109,Philippines,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18112,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18119,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
18123,South Korea,Some college/university study without earning a degree,18-24 years old,Full-time Employment
18126,Australia,Some college/university study without earning a degree,18-24 years old,Full-time Employment
18130,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Part-time Employment
18134,Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
18135,Germany,Some college/university study without earning a degree,25-34 years old,Full-time Student
18139,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18143,Germany,Some college/university study without earning a degree,18-24 years old,Full-time Student
18144,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
18145,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18146,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
18148,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
18149,Portugal,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18151,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18153,Japan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18159,Sweden,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18160,Canada,Some college/university study without earning a degree,25-34 years old,Full-time Employment
18161,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18162,Sweden,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18166,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18172,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18173,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
18178,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Student
18183,Denmark,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18188,Armenia,Some college/university study without earning a degree,18-24 years old,Full-time Employment
18190,Israel,Some college/university study without earning a degree,35-44 years old,Full-time Employment
18191,Finland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18194,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
18197,Serbia,Some college/university study without earning a degree,25-34 years old,Full-time Student
18202,Finland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18206,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
18208,Philippines,Some college/university study without earning a degree,25-34 years old,Full-time Employment
18210,Nepal,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
18211,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
18212,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18214,Bahrain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18222,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18224,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18228,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
18229,Germany,Something else,18-24 years old,Part-time Employment
18240,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18242,Hungary,Some college/university study without earning a degree,18-24 years old,Freelancer/Full-time Employment
18245,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18246,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18247,Finland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",55-64 years old,Part-time Employment
18250,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
18251,Hong Kong (S.A.R.),"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18254,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18255,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
18257,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
18260,Egypt,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18264,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
18266,Pakistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
18272,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
18278,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18281,Israel,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
18285,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
18286,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
18287,Bulgaria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
18288,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
